,Product Name,Brand,ID,Retail Price,Whole Sale,Supplier,Description
486,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Henry Goldwyn,58626,45.19,1.99,Prince Edward Island,Computer Peripherals
487,Staples SlimLine Pencil Sharpener,Grant Carroll,58688,11.97,5.81,Prince Edward Island,Pens & Art Supplies
488,Presstex Flexible Ring Binders,Chad Cunningham,59045,4.55,1.49,Prince Edward Island,Binders and Binder Accessories
489,"Memorex 4.7GB DVD+RW, 3/Pack",Beth Thompson,59047,28.48,1.99,Prince Edward Island,Computer Peripherals
490,Eldon Image Series Black Desk Accessories,Beth Thompson,59047,4.14,6.6,Prince Edward Island,Office Furnishings
491,Avery 485,Andrew Gjertsen,59202,12.53,0.5,Prince Edward Island,Labels
492,"Dixon My First Ticonderoga Pencil, #2",Andrew Gjertsen,59202,5.85,2.27,Prince Edward Island,Pens & Art Supplies
493,Global Adaptabilities™ Conference Tables,Sylvia Foulston,59207,280.98,81.98,Prince Edward Island,Tables
494,Kensington 7 Outlet MasterPiece Power Center,Michelle Lonsdale,59234,177.98,0.99,Prince Edward Island,Appliances
495,"Global Deluxe Stacking Chair, Gray",Michelle Lonsdale,59234,50.98,14.19,Prince Edward Island,Chairs & Chairmats
496,Xerox 1885,Cari Schnelling,59395,48.04,7.23,Prince Edward Island,Paper
497,Avery 479,Henry Goldwyn,59558,2.61,0.5,Prince Edward Island,Labels
498,"AT&T Black Trimline Phone, Model 210",Edward Hooks,59585,15.99,9.4,Prince Edward Island,Office Machines
499,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Brendan Dodson,59651,8.04,8.94,Prince Edward Island,Binders and Binder Accessories
500,Eldon Pizzaz™ Desk Accessories,Brendan Dodson,59651,2.23,4.57,Prince Edward Island,Office Furnishings
501,GBC Binding covers,Harold Engle,645,12.95,4.98,Prince Edward Island,Binders and Binder Accessories
502,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Roy French,769,115.99,56.14,Prince Edward Island,Office Machines
503,Talkabout T8367,Helen Abelman,773,65.99,8.99,Prince Edward Island,Telephones and Communication
504,Logitech Access Keyboard,Guy Armstrong,1187,15.98,4,Prince Edward Island,Computer Peripherals
505,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Jennifer Braxton,2339,140.85,19.99,Prince Edward Island,Storage & Organization
506,Newell 336,Giulietta Baptist,3521,4.28,0.94,Prince Edward Island,Pens & Art Supplies
507,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Jack Lebron,4007,56.96,13.22,Prince Edward Island,Appliances
508,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Jack Lebron,4007,279.48,35,Prince Edward Island,Storage & Organization
509,GBC DocuBind P100 Manual Binding Machine,Erica Bern,4416,165.98,19.99,Prince Edward Island,Binders and Binder Accessories
510,Avery 497,Erica Bern,4454,3.08,0.5,Prince Edward Island,Labels
511,SAFCO Folding Chair Trolley,Helen Abelman,5153,128.24,12.65,Prince Edward Island,Chairs & Chairmats
512,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Guy Armstrong,5446,10.98,4.8,Prince Edward Island,Envelopes
513,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Helen Abelman,8131,29.89,1.99,Prince Edward Island,Computer Peripherals
514,Keytronic Designer 104- Key Black Keyboard,Christopher Schild,8994,40.48,19.99,Prince Edward Island,Computer Peripherals
515,Accessory31,Roy French,9027,35.99,0.99,Prince Edward Island,Telephones and Communication
516,Avanti 4.4 Cu. Ft. Refrigerator,Roy French,9216,180.98,55.24,Prince Edward Island,Appliances
517,Bush Mission Pointe Library,Jennifer Braxton,9537,150.98,66.27,Prince Edward Island,Bookcases
518,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Jennifer Braxton,9537,3.81,5.44,Prince Edward Island,Binders and Binder Accessories
519,Ibico Covers for Plastic or Wire Binding Elements,Joy Smith,9574,11.5,7.19,Prince Edward Island,Binders and Binder Accessories
520,Boston KS Multi-Size Manual Pencil Sharpener,Evan Minnotte,10435,22.99,8.99,Prince Edward Island,Pens & Art Supplies
521,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",Evan Minnotte,10435,11.66,7.95,Prince Edward Island,Pens & Art Supplies
522,Martin-Yale Premier Letter Opener,Jenna Caffey,10851,12.88,4.59,Prince Edward Island,"Scissors, Rulers and Trimmers"
523,Recycled Premium Regency Composition Covers,Harold Engle,10852,15.28,10.91,Prince Edward Island,Binders and Binder Accessories
524,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Harold Engle,10852,300.98,54.92,Prince Edward Island,Bookcases
525,i1000,Harold Engle,11269,65.99,5.99,Prince Edward Island,Telephones and Communication
526,Avery 493,Harold Engle,11269,4.91,0.5,Prince Edward Island,Labels
527,Fellowes Super Stor/Drawer®,Harold Engle,11269,27.75,19.99,Prince Edward Island,Storage & Organization
528,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Hilary Holden,11362,110.98,13.99,Prince Edward Island,Office Furnishings
529,*Staples* Letter Opener,Hilary Holden,11362,2.18,5,Prince Edward Island,"Scissors, Rulers and Trimmers"
530,Canon PC1060 Personal Laser Copier,Hilary Holden,11362,699.99,24.49,Prince Edward Island,Copiers and Fax
531,LX 677,Hilary Holden,11362,110.99,8.99,Prince Edward Island,Telephones and Communication
532,Avery Hi-Liter® Fluorescent Desk Style Markers,Christopher Schild,11968,3.38,0.85,Prince Edward Island,Pens & Art Supplies
533,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Harold Engle,12293,8.74,1.39,Prince Edward Island,Envelopes
534,Acco Suede Grain Vinyl Round Ring Binder,Greg Guthrie,12773,2.78,1.49,Prince Edward Island,Binders and Binder Accessories
535,Eldon Image Series Black Desk Accessories,Greg Guthrie,12773,4.14,6.6,Prince Edward Island,Office Furnishings
536,Xerox 213,Greg Guthrie,12773,6.48,7.86,Prince Edward Island,Paper
537,Newell 342,Greg Guthrie,12773,3.28,3.97,Prince Edward Island,Pens & Art Supplies
538,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Guy Armstrong,12934,9.78,1.39,Prince Edward Island,Envelopes
539,Newell 337,Guy Armstrong,12934,3.28,3.97,Prince Edward Island,Pens & Art Supplies
540,GBC Binding covers,Joy Smith,13120,12.95,4.98,Prince Edward Island,Binders and Binder Accessories
541,GBC Standard Therm-A-Bind Covers,Joy Smith,13120,24.92,12.98,Prince Edward Island,Binders and Binder Accessories
542,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Erica Bern,13604,83.1,6.13,Prince Edward Island,Computer Peripherals
543,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Erica Bern,13604,90.98,56.2,Prince Edward Island,Office Furnishings
544,Xerox 1985,Dan Reichenbach,13927,6.48,5.16,Prince Edward Island,Paper
545,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Erica Bern,15044,39.99,10.25,Prince Edward Island,Computer Peripherals
546,"Global Leather and Oak Executive Chair, Black",Guy Armstrong,15139,300.98,64.73,Prince Edward Island,Chairs & Chairmats
547,"Tennsco Lockers, Sand",Guy Armstrong,15139,20.98,45,Prince Edward Island,Storage & Organization
548,Xerox 1920,Evan Minnotte,15463,5.98,7.5,Prince Edward Island,Paper
549,Xerox 1928,Joy Smith,15618,5.28,6.26,Prince Edward Island,Paper
550,Xerox 1939,Joy Smith,15618,18.97,9.54,Prince Edward Island,Paper
551,StarTAC 7760,Joy Smith,15618,65.99,3.99,Prince Edward Island,Telephones and Communication
552,Magna Visual Magnetic Picture Hangers,Paul Gonzalez,16100,4.82,5.72,Prince Edward Island,Office Furnishings
553,M3682,Filia McAdams,16320,125.99,8.08,Prince Edward Island,Telephones and Communication
554,Xerox 1978,Joy Smith,16419,5.78,5.67,Prince Edward Island,Paper
555,"Sauder Forest Hills Library, Woodland Oak Finish",Greg Guthrie,17090,140.98,36.09,Prince Edward Island,Bookcases
556,"Global High-Back Leather Tilter, Burgundy",Greg Guthrie,17090,122.99,70.2,Prince Edward Island,Chairs & Chairmats
557,"Wirebound Message Book, 4 per Page",Joy Smith,17315,5.43,0.95,Prince Edward Island,Paper
558,"Memorex 4.7GB DVD+RW, 3/Pack",Joy Smith,17376,28.48,1.99,Prince Edward Island,Computer Peripherals
559,Hoover WindTunnel™ Plus Canister Vacuum,Greg Guthrie,18210,363.25,19.99,Prince Edward Island,Appliances
560,Newell 335,Greg Guthrie,18210,2.88,0.7,Prince Edward Island,Pens & Art Supplies
561,Zoom V.92 USB External Faxmodem,Jack Lebron,18273,49.99,19.99,Prince Edward Island,Computer Peripherals
562,Telescoping Adjustable Floor Lamp,Joy Smith,18788,19.99,11.17,Prince Edward Island,Office Furnishings
563,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Evan Minnotte,19042,40.98,7.47,Prince Edward Island,Binders and Binder Accessories
564,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Chuck Magee,19073,10.64,5.16,Prince Edward Island,Office Furnishings
565,Prang Drawing Pencil Set,Chuck Magee,19073,2.78,1.34,Prince Edward Island,Pens & Art Supplies
566,Xerox 1992,Filia McAdams,19365,5.98,5.2,Prince Edward Island,Paper
567,TI 36X Solar Scientific Calculator,Jack Lebron,19617,23.99,6.3,Prince Edward Island,Office Machines
568,V 3600 Series,Jack Lebron,19617,65.99,8.99,Prince Edward Island,Telephones and Communication
569,Sharp AL-1530CS Digital Copier,Jack Lebron,20033,499.99,24.49,Prince Edward Island,Copiers and Fax
570,Hon 4-Shelf Metal Bookcases,Harold Engle,21223,100.98,26.22,Prince Edward Island,Bookcases
571,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Harold Engle,21223,51.65,18.45,Prince Edward Island,Office Furnishings
572,Lock-Up Easel 'Spel-Binder',Jack Lebron,21378,28.53,1.49,Prince Edward Island,Binders and Binder Accessories
573,U.S. Robotics 56K Internet Call Modem,Jack Lebron,21378,99.99,19.99,Prince Edward Island,Computer Peripherals
574,Boston 1730 StandUp Electric Pencil Sharpener,Frank Atkinson,21542,21.38,8.99,Prince Edward Island,Pens & Art Supplies
575,Bretford CR4500 Series Slim Rectangular Table,Frank Atkinson,21542,348.21,84.84,Prince Edward Island,Tables
576,Euro Pro Shark Stick Mini Vacuum,Jack Lebron,22469,60.98,49,Prince Edward Island,Appliances
577,Hon 5100 Series Wood Tables,Jack Lebron,22469,290.98,69,Prince Edward Island,Tables
578,Belkin ErgoBoard™ Keyboard,Evan Minnotte,22656,30.98,6.5,Prince Edward Island,Computer Peripherals
579,Riverleaf Stik-Withit® Designer Note Cubes®,Joy Smith,22695,10.06,2.06,Prince Edward Island,Paper
580,Coloredge Poster Frame,Dan Reichenbach,23076,14.2,5.3,Prince Edward Island,Office Furnishings
581,8860,Jack Lebron,24038,65.99,5.26,Prince Edward Island,Telephones and Communication
582,Xerox 1920,Frank Atkinson,24067,5.98,7.5,Prince Edward Island,Paper
583,252,Frank Atkinson,24067,65.99,5.92,Prince Edward Island,Telephones and Communication
584,Sharp 1540cs Digital Laser Copier,Erica Bern,24388,549.99,49,Prince Edward Island,Copiers and Fax
585,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jack Lebron,24451,68.81,60,Prince Edward Island,Appliances
586,Wilson Jones Impact Binders,Filia McAdams,24806,5.18,5.74,Prince Edward Island,Binders and Binder Accessories
587,GBC DocuBind 200 Manual Binding Machine,Jack Lebron,24965,420.98,19.99,Prince Edward Island,Binders and Binder Accessories
588,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Jack Lebron,24965,29.18,8.55,Prince Edward Island,Office Furnishings
589,Sanford Liquid Accent Highlighters,Giulietta Baptist,25154,6.68,1.5,Prince Edward Island,Pens & Art Supplies
590,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Joy Smith,25315,225.04,11.79,Prince Edward Island,Appliances
591,SANFORD Liquid Accent™ Tank-Style Highlighters,Joy Smith,25315,2.84,0.93,Prince Edward Island,Pens & Art Supplies
592,Hon iLevel™ Computer Training Table,Joy Smith,25315,31.76,45.51,Prince Edward Island,Tables
593,"Eldon® 200 Class™ Desk Accessories, Burgundy",Greg Guthrie,25376,6.28,5.29,Prince Edward Island,Office Furnishings
594,"80 Minute CD-R Spindle, 100/Pack - Staples",Carlos Soltero,26240,39.48,1.99,Prince Edward Island,Computer Peripherals
595,3M Hangers With Command Adhesive,Carlos Soltero,26240,3.7,1.61,Prince Edward Island,Office Furnishings
596,X-Rack™ File for Hanging Folders,Harold Engle,26791,11.29,5.03,Prince Edward Island,Storage & Organization
597,688,Erica Bern,28836,195.99,4.2,Prince Edward Island,Telephones and Communication
598,Ibico EB-19 Dual Function Manual Binding System,Erica Bern,28836,172.99,19.99,Prince Edward Island,Binders and Binder Accessories
599,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Hilary Holden,28995,30.98,5.76,Prince Edward Island,Paper
600,Southworth 25% Cotton Premium Laser Paper and Envelopes,Hilary Holden,28995,19.98,8.68,Prince Edward Island,Paper
601,Timeport L7089,Jack Lebron,29121,125.99,7.69,Prince Edward Island,Telephones and Communication
602,Safco Contoured Stacking Chairs,Filia McAdams,29319,238.4,24.49,Prince Edward Island,Chairs & Chairmats
603,Canon PC-428 Personal Copier,Filia McAdams,29319,199.99,24.49,Prince Edward Island,Copiers and Fax
604,Staples Standard Envelopes,Greg Guthrie,29382,5.68,1.39,Prince Edward Island,Envelopes
605,12-1/2 Diameter Round Wall Clock,Greg Guthrie,29382,19.98,10.49,Prince Edward Island,Office Furnishings
606,Lexmark Z55se Color Inkjet Printer,Harold Engle,29445,90.97,28,Prince Edward Island,Office Machines
607,Binder Clips by OIC,Philip Brown,29762,1.48,0.7,Prince Edward Island,Rubber Bands
608,Avanti 4.4 Cu. Ft. Refrigerator,Helen Abelman,30048,180.98,55.24,Prince Edward Island,Appliances
609,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Hilary Holden,30243,60.22,3.5,Prince Edward Island,Appliances
610,Canon PC-428 Personal Copier,Hilary Holden,30243,199.99,24.49,Prince Edward Island,Copiers and Fax
611,Aluminum Document Frame,Christopher Schild,30372,12.22,2.85,Prince Edward Island,Office Furnishings
612,Wausau Papers Astrobrights® Colored Envelopes,Carlos Soltero,30499,5.98,2.5,Prince Edward Island,Envelopes
613,Newell 312,Carlos Soltero,30499,5.84,1.2,Prince Edward Island,Pens & Art Supplies
614,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Erica Bern,32199,4.91,4.97,Prince Edward Island,Binders and Binder Accessories
615,Canon imageCLASS 2200 Advanced Copier,Erica Bern,32199,3499.99,24.49,Prince Edward Island,Copiers and Fax
616,Newell 312,Erica Bern,32199,5.84,1.2,Prince Edward Island,Pens & Art Supplies
617,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Erica Bern,32327,550.98,147.12,Prince Edward Island,Tables
618,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Joy Smith,32676,45.19,1.99,Prince Edward Island,Computer Peripherals
619,KF 788,Joy Smith,32835,45.99,4.99,Prince Edward Island,Telephones and Communication
620,"Imation Neon Mac Format Diskettes, 10/Pack",Christopher Schild,32869,8.12,2.83,Prince Edward Island,Computer Peripherals
621,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Christopher Schild,32869,51.65,18.45,Prince Edward Island,Office Furnishings
622,Sanford Liquid Accent Highlighters,Christopher Schild,32869,6.68,1.5,Prince Edward Island,Pens & Art Supplies
623,2180,Christopher Schild,32869,175.99,8.99,Prince Edward Island,Telephones and Communication
624,Sharp AL-1530CS Digital Copier,Evan Minnotte,33763,499.99,24.49,Prince Edward Island,Copiers and Fax
625,"Executive Impressions 14"" Contract Wall Clock",Christopher Schild,34048,22.23,3.63,Prince Edward Island,Office Furnishings
626,*Staples* Highlighting Markers,Greg Guthrie,34275,4.84,0.71,Prince Edward Island,Pens & Art Supplies
627,Boston 19500 Mighty Mite Electric Pencil Sharpener,Harold Engle,34438,20.15,8.99,Prince Edward Island,Pens & Art Supplies
628,Xerox 1995,Philip Brown,34880,6.48,5.19,Prince Edward Island,Paper
629,Self-Adhesive Ring Binder Labels,Carlos Soltero,34978,3.52,6.83,Prince Edward Island,Binders and Binder Accessories
630,Catalog Binders with Expanding Posts,Jennifer Braxton,35141,67.28,19.99,Prince Edward Island,Binders and Binder Accessories
631,*Staples* Packaging Labels,Dan Reichenbach,35300,2.89,0.49,Prince Edward Island,Labels
632,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Dan Reichenbach,35300,41.32,8.66,Prince Edward Island,Office Furnishings
633,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Dan Reichenbach,35300,8.95,2.01,Prince Edward Island,Paper
634,9-3/4 Diameter Round Wall Clock,Carlos Soltero,35558,13.79,8.78,Prince Edward Island,Office Furnishings
635,Logitech Cordless Elite Duo,Carlos Soltero,36293,100.98,7.18,Prince Edward Island,Computer Peripherals
636,Xerox 220,Carlos Soltero,36293,6.48,7.49,Prince Edward Island,Paper
637,Logitech Cordless Elite Duo,Giulietta Baptist,36516,100.98,7.18,Prince Edward Island,Computer Peripherals
638,Canon Image Class D660 Copier,Jack Lebron,36677,599.99,24.49,Prince Edward Island,Copiers and Fax
639,12 Colored Short Pencils,Guy Armstrong,37185,2.6,2.4,Prince Edward Island,Pens & Art Supplies
640,Avery Legal 4-Ring Binder,Hilary Holden,37888,20.98,1.49,Prince Edward Island,Binders and Binder Accessories
641,Hoover® Commercial Lightweight Upright Vacuum,Jack Lebron,38310,3.48,49,Prince Edward Island,Appliances
642,Colored Envelopes,Erica Bern,40327,3.69,2.5,Prince Edward Island,Envelopes
643,Xerox 1953,Erica Bern,40327,4.28,5.74,Prince Edward Island,Paper
644,GBC DocuBind 200 Manual Binding Machine,Harold Engle,40480,420.98,19.99,Prince Edward Island,Binders and Binder Accessories
645,DAX Natural Wood-Tone Poster Frame,Harold Engle,40480,26.48,6.93,Prince Edward Island,Office Furnishings
646,Staples Standard Envelopes,Jim Sink,40800,5.68,1.39,Prince Edward Island,Envelopes
647,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Jennifer Braxton,40835,15.01,8.4,Prince Edward Island,Binders and Binder Accessories
648,Keytronic Designer 104- Key Black Keyboard,Jennifer Braxton,40835,40.48,19.99,Prince Edward Island,Computer Peripherals
649,Recycled Eldon Regeneration Jumbo File,Jennifer Braxton,40835,12.28,6.13,Prince Edward Island,Storage & Organization
650,GBC Standard Plastic Binding Systems Combs,Joy Smith,40871,8.85,5.6,Prince Edward Island,Binders and Binder Accessories
651,Office Star Flex Back Scooter Chair with White Frame,Joy Smith,40871,110.98,30,Prince Edward Island,Chairs & Chairmats
652,Xerox 1941,Harold Engle,41570,104.85,4.65,Prince Edward Island,Paper
653,"Global Deluxe Stacking Chair, Gray",Philip Brown,41991,50.98,14.19,Prince Edward Island,Chairs & Chairmats
654,DAX Clear Channel Poster Frame,Philip Brown,41991,14.58,7.4,Prince Edward Island,Office Furnishings
655,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Philip Brown,41991,45.98,4.8,Prince Edward Island,Office Furnishings
656,Belkin 105-Key Black Keyboard,Giulietta Baptist,42400,19.98,4,Prince Edward Island,Computer Peripherals
657,Micro Innovations 104 Keyboard,Giulietta Baptist,42400,10.97,6.5,Prince Edward Island,Computer Peripherals
658,GBC Imprintable Covers,Paul Gonzalez,42754,10.98,5.14,Prince Edward Island,Binders and Binder Accessories
659,"GBC Laser Imprintable Binding System Covers, Desert Sand",Logan Haushalter,42918,14.27,7.27,Prince Edward Island,Binders and Binder Accessories
660,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Logan Haushalter,42918,9.49,5.76,Prince Edward Island,Office Machines
661,Hon Multipurpose Stacking Arm Chairs,Filia McAdams,42944,216.6,64.2,Prince Edward Island,Chairs & Chairmats
662,"Executive Impressions 14""",Carlos Soltero,44037,22.23,5.08,Prince Edward Island,Office Furnishings
663,Accessory2,Carlos Soltero,44037,55.99,1.25,Prince Edward Island,Telephones and Communication
664,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Erica Bern,44387,29.89,1.99,Prince Edward Island,Computer Peripherals
665,Southworth 25% Cotton Antique Laid Paper & Envelopes,Erica Bern,44387,8.34,4.82,Prince Edward Island,Paper
666,Bevis 36 x 72 Conference Tables,Greg Guthrie,44576,124.49,51.94,Prince Edward Island,Tables
667,Xerox 1936,Dan Reichenbach,45601,19.98,5.97,Prince Edward Island,Paper
668,"Eldon® 400 Class™ Desk Accessories, Black Carbon",Jim Sink,45606,8.75,8.54,Prince Edward Island,Office Furnishings
669,"Dixon My First Ticonderoga Pencil, #2",Jim Sink,45606,5.85,2.27,Prince Edward Island,Pens & Art Supplies
670,Durable Pressboard Binders,Carlos Soltero,46119,3.8,1.49,Prince Edward Island,Binders and Binder Accessories
671,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Carlos Soltero,46119,7.98,1.25,Prince Edward Island,Paper
672,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Carlos Soltero,46119,417.4,75.23,Prince Edward Island,Tables
673,"Array® Parchment Paper, Assorted Colors",Chuck Magee,46756,7.28,11.15,Prince Edward Island,Paper
674,Avery Durable Poly Binders,Philip Brown,47714,5.53,6.98,Prince Edward Island,Binders and Binder Accessories
675,Dana Swing-Arm Lamps,Hilary Holden,47846,10.68,13.04,Prince Edward Island,Office Furnishings
676,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Hilary Holden,47846,110.98,13.99,Prince Edward Island,Office Furnishings
677,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Hilary Holden,47846,105.98,13.99,Prince Edward Island,Office Furnishings
678,HP Office Paper (20Lb. and 87 Bright),Hilary Holden,47846,6.68,6.93,Prince Edward Island,Paper
679,Bionaire Personal Warm Mist Humidifier/Vaporizer,Greg Guthrie,47876,46.89,5.1,Prince Edward Island,Appliances
680,270c,Jennifer Braxton,48067,125.99,3,Prince Edward Island,Telephones and Communication
681,T28 WORLD,Jennifer Braxton,48067,195.99,8.99,Prince Edward Island,Telephones and Communication
682,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Erica Bern,48199,15.74,1.39,Prince Edward Island,Envelopes
683,CF 888,Jim Sink,49029,195.99,3.99,Prince Edward Island,Telephones and Communication
684,GBC Standard Therm-A-Bind Covers,Noah Childs,49216,24.92,12.98,Prince Edward Island,Binders and Binder Accessories
685,Epson LQ-570e Dot Matrix Printer,Noah Childs,49216,270.97,28.06,Manitoba,Office Machines
686,Staples Premium Bright 1-Part Blank Computer Paper,Noah Childs,49216,12.28,6.35,Manitoba,Paper
687,Okidata ML390 Turbo Dot Matrix Printers,Evan Minnotte,49990,442.14,14.7,Manitoba,Office Machines
688,"Hon Metal Bookcases, Black",Guy Armstrong,50081,70.98,26.74,Manitoba,Bookcases
689,"24 Capacity Maxi Data Binder Racks, Pearl",Guy Armstrong,50404,210.55,9.99,Manitoba,Storage & Organization
690,"Lesro Round Back Collection Coffee Table, End Table",Guy Armstrong,50404,182.55,69,Manitoba,Tables
691,PC Concepts 116 Key Quantum 3000 Keyboard,Chuck Magee,50784,32.98,5.5,Manitoba,Computer Peripherals
692,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Greg Guthrie,50850,40.98,7.47,Manitoba,Binders and Binder Accessories
693,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Greg Guthrie,50850,417.4,75.23,Manitoba,Tables
694,Accessory17,Carlos Soltero,51075,35.99,5,Manitoba,Telephones and Communication
695,Telescoping Adjustable Floor Lamp,Greg Guthrie,51461,19.99,11.17,Manitoba,Office Furnishings
696,Xerox 1898,Greg Guthrie,51558,6.68,6.92,Manitoba,Paper
697,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Greg Guthrie,51558,85.29,60,Manitoba,Tables
698,ACCOHIDE® Binder by Acco,Carlos Soltero,52130,4.13,5.34,Manitoba,Binders and Binder Accessories
699,Eldon Executive Woodline II Cherry Finish Desk Accessories,Carlos Soltero,52130,40.89,18.98,Manitoba,Office Furnishings
700,Belkin 8 Outlet Surge Protector,Greg Guthrie,52482,40.98,5.33,Manitoba,Appliances
701,"Executive Impressions 14"" Contract Wall Clock",Greg Guthrie,52482,22.23,3.63,Manitoba,Office Furnishings
702,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Christopher Schild,53410,14.81,13.32,Manitoba,Appliances
703,Bevis Steel Folding Chairs,Joy Smith,53477,95.95,74.35,Manitoba,Chairs & Chairmats
704,"Global Leather and Oak Executive Chair, Black",Joy Smith,53477,300.98,64.73,Manitoba,Chairs & Chairmats
705,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Joy Smith,53477,37.94,5.08,Manitoba,Paper
706,Fellowes Super Stor/Drawer® Files,Joy Smith,53477,161.55,19.99,Manitoba,Storage & Organization
707,Logitech Cordless Navigator Duo,Joy Smith,53508,80.98,7.18,Manitoba,Computer Peripherals
708,Sharp EL500L Fraction Calculator,Joy Smith,53508,13.99,7.51,Manitoba,Office Machines
709,White GlueTop Scratch Pads,Joy Smith,53508,15.04,1.97,Manitoba,Paper
710,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Guy Armstrong,53703,140.85,19.99,Manitoba,Storage & Organization
711,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Brian Moss,54115,4.37,5.15,Manitoba,Appliances
712,Cardinal Holdit Business Card Pockets,Brian Moss,54115,4.98,4.95,Manitoba,Binders and Binder Accessories
713,Accessory36,Logan Haushalter,54437,55.99,5,Manitoba,Telephones and Communication
714,T193,Guy Armstrong,54501,65.99,4.99,Manitoba,Telephones and Communication
715,Sharp EL500L Fraction Calculator,Guy Armstrong,54501,13.99,7.51,Manitoba,Office Machines
716,Tennsco Commercial Shelving,Guy Armstrong,54501,20.34,35,Manitoba,Storage & Organization
717,T39m,Christopher Schild,54753,155.99,3.9,Manitoba,Telephones and Communication
718,Tennsco Industrial Shelving,Jim Sink,55138,48.91,35,Manitoba,Storage & Organization
719,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Carlos Soltero,55271,100.89,42,Manitoba,Chairs & Chairmats
720,Colored Envelopes,Jennifer Braxton,55331,3.69,2.5,Manitoba,Envelopes
721,Accessory13,Brian Moss,55618,35.99,1.25,Manitoba,Telephones and Communication
722,Xerox 197,Harold Engle,56645,30.98,17.08,Manitoba,Paper
723,Bretford CR4500 Series Slim Rectangular Table,Harold Engle,56645,348.21,40.19,Manitoba,Tables
724,Xerox 1976,Carlos Soltero,56803,6.48,5.9,Manitoba,Paper
725,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Hilary Holden,57159,280.98,57,Manitoba,Chairs & Chairmats
726,Hammermill Color Copier Paper (28Lb. and 96 Bright),Hilary Holden,57159,9.99,11.59,Manitoba,Paper
727,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Logan Haushalter,57507,15.01,8.4,Manitoba,Binders and Binder Accessories
